,city,state,count,population,lat,lng,per_capita
126594,FLOVILLA,GA,1,1165.0,33.2524,-83.903,0.0008583690987124463
126596,FLOWEREE,MT,1,22.0,47.7248,-111.0254,0.045454545454545456
126597,FLOYD,AR,1,811.0,35.1989,-91.9645,0.0012330456226880395
126598,FLOYD,IA,1,295.0,43.1282,-92.7399,0.003389830508474576
126602,FLYING HILLS,PA,1,1716.0,40.2787,-75.9164,0.0005827505827505828
126603,FIELDING,UT,1,658.0,41.8127,-112.1173,0.001519756838905775
126604,FIDDLETOWN,CA,1,56.0,38.5069,-120.7602,0.017857142857142856
126606,FAIRVIEW,VA,1,274.0,36.8292,-78.4653,0.0036496350364963502
126608,FAIRMOUNT,GA,1,1213.0,34.4383,-84.6998,0.0008244023083264633
126609,FAIRMOUNT,IL,1,632.0,40.0456,-87.8293,0.0015822784810126582
126610,FAIRMOUNT,IN,1,2582.0,40.4173,-85.6477,0.0003872966692486445
126614,FAIRPLAY,CO,1,782.0,39.2245,-105.9965,0.0012787723785166241
126616,FAIRVIEW,AL,1,681.0,34.2501,-86.6846,0.0014684287812041115
126618,FAIRVIEW,UT,1,1288.0,39.6299,-111.4368,0.0007763975155279503
126619,FAIRVIEW,WV,1,247.0,39.5927,-80.2469,0.004048582995951417
126620,FAIRMONT,NC,1,2519.0,34.4947,-79.1136,0.0003969829297340214
126621,FAIRWATER,WI,1,339.0,43.7424,-88.868,0.0029498525073746312
126622,FAIRWOOD,WA,1,18612.0,47.4467,-122.143,5.372877713303245e-05
126623,FAITH,NC,1,1096.0,35.5901,-80.4581,0.0009124087591240876
126625,FALCONER,NY,1,2193.0,42.1191,-79.1969,0.00045599635202918376
126627,FALKVILLE,AL,1,1422.0,34.3793,-86.9086,0.0007032348804500703
126629,FALL RIVER,WI,1,1708.0,43.3856,-89.0455,0.000585480093676815
126634,FAIRLAND,IN,1,639.0,39.5849,-85.8627,0.001564945226917058
126636,FAIRCHILD AFB,WA,1,3184.0,47.6187,-117.6484,0.000314070351758794
126638,FAIR HAVEN,NJ,1,6221.0,40.3618,-74.0392,0.00016074586079408456
126640,FAIR OAKS,IN,1,317.0,41.075,-87.2575,0.0031545741324921135
126644,FAIR OAKS RANCH,TX,1,9917.0,29.7467,-98.6376,0.00010083694665725522
126646,FAIR PLAY,MO,1,509.0,37.6331,-93.5769,0.0019646365422396855
126647,FAIRACRES,NM,1,937.0,32.3047,-106.8367,0.0010672358591248667
126648,FAIRBURY,IL,1,3731.0,40.746,-88.5158,0.0002680246582685607
126649,FAIRCHILDS,TX,1,814.0,29.4399,-95.7765,0.0012285012285012285
126650,FAIRFOREST,SC,1,1626.0,34.9532,-82.0157,0.0006150061500615006
126651,FAIRFAX,MN,1,1169.0,44.5283,-94.7231,0.000855431993156544
126652,FAIRFAX,MO,1,646.0,40.3392,-95.3919,0.0015479876160990713
126656,FAIRFIELD,IL,1,4773.0,38.3798,-88.3723,0.00020951183741881415
126657,FAIRFIELD,VA,1,337.0,37.8827,-79.2829,0.002967359050445104
126658,FAIRFIELD BAY,AR,1,2291.0,35.605,-92.2659,0.00043649061545176777
126663,FALLS CITY,NE,1,4124.0,40.0623,-95.5989,0.00024248302618816683
126664,FALLS CITY,OR,1,1321.0,44.8648,-123.4372,0.000757002271006813
126667,FAYETTE,MO,1,2790.0,39.147,-92.6857,0.00035842293906810036
126668,FAYETTE,MS,1,1640.0,31.7122,-91.062,0.0006097560975609756
126670,FAYETTEVILLE,NY,1,4248.0,43.0308,-75.9984,0.00023540489642184556
126671,FAYETTEVILLE,TX,1,288.0,29.9063,-96.6758,0.003472222222222222
126675,FEASTERVILLE,PA,1,1975.0,40.154,-74.9915,0.0005063291139240507
126677,FELLSMERE,FL,1,4885.0,27.7241,-80.5974,0.00020470829068577277
126683,FERGUSON,MO,1,18546.0,38.749,-90.295,5.391998274560552e-05
126687,FERNDALE,MD,1,16669.0,39.1869,-76.6331,5.9991601175835386e-05
126689,FERNWOOD,ID,1,146.0,47.1151,-116.3864,0.00684931506849315
126690,FERRIDAY,LA,1,3192.0,31.6343,-91.5562,0.0003132832080200501
126691,FERRON,UT,1,1360.0,39.0914,-111.1337,0.0007352941176470588
126692,FERRYVILLE,WI,1,173.0,43.3516,-91.0936,0.005780346820809248
126693,FAYETTE,IA,1,1179.0,42.8417,-91.8038,0.0008481764206955047
126695,FAY,OK,1,56.0,35.8161,-98.6587,0.017857142857142856
126696,FATE,TX,1,19010.0,32.943,-96.3858,5.2603892688058915e-05
126698,FALLSBURG,NY,1,1996.0,41.7343,-74.6112,0.000501002004008016
126700,FALMOUTH,KY,1,2548.0,38.6708,-84.3311,0.0003924646781789639
126704,FANNETT,TX,1,1667.0,29.925,-94.2389,0.0005998800239952009
126707,FARINA,IL,1,687.0,38.8302,-88.7796,0.001455604075691412
126708,FARMERS,KY,1,25.0,38.1413,-83.5404,0.04
126709,FARMERSBURG,IN,1,1224.0,39.2525,-87.3807,0.0008169934640522876
126710,FARMERSVILLE,OH,1,1022.0,39.6787,-84.4275,0.0009784735812133072
126711,FARMERSVILLE,TX,1,3708.0,33.1608,-96.3603,0.00026968716289104636
126712,FARMINGTON,WA,1,144.0,47.0887,-117.0464,0.006944444444444444
126714,FARMINGTON,WV,1,422.0,39.5119,-80.2515,0.002369668246445498
126716,FARMVILLE,NC,1,4474.0,35.5951,-77.5907,0.00022351363433169424
126718,FARR WEST,UT,1,7747.0,41.3015,-112.0318,0.0001290822253775655
126719,FARSON,WY,1,217.0,42.1528,-109.4283,0.004608294930875576
126720,FARWELL,MI,1,1033.0,43.8363,-84.8677,0.000968054211035818
126721,FARWELL,TX,1,1530.0,34.3855,-103.0373,0.00065359477124183
126722,CLINTON,OH,1,1171.0,40.9284,-81.6304,0.0008539709649871904
126724,CLINCHPORT,VA,1,66.0,36.6781,-82.7451,0.015151515151515152
126725,BEE BRANCH,AR,1,103.0,35.4561,-92.395,0.009708737864077669
126727,BEAVERVILLE,IL,1,346.0,40.9534,-87.6546,0.002890173410404624
126728,BECKER,MN,1,4897.0,45.3824,-93.8772,0.00020420665713702266
126731,BECKVILLE,TX,1,811.0,32.2436,-94.4561,0.0012330456226880395
126734,BEDFORD HEIGHTS,OH,1,10933.0,41.4041,-81.5053,9.146620323790359e-05
126736,BEDIAS,TX,1,280.0,30.7792,-95.9469,0.0035714285714285713
126738,BEE CAVE,TX,1,8771.0,30.3084,-97.9629,0.00011401208528103979
126739,BEAVER MEADOWS,PA,1,801.0,40.9299,-75.9131,0.0012484394506866417
126744,BEECHER FALLS,VT,1,101.0,45.0091,-71.4936,0.009900990099009901
126750,BELCHER,LA,1,292.0,32.7522,-93.8372,0.003424657534246575
126752,BEAVERDAM,OH,1,370.0,40.8328,-83.9739,0.002702702702702703
126755,BEAR LAKE,MI,1,301.0,44.7182,-84.9486,0.0033222591362126247
126756,BEACH,ND,1,957.0,46.9189,-104.0055,0.0010449320794148381
126757,BEACH CITY,TX,1,3126.0,29.7269,-94.8549,0.0003198976327575176
126759,BEACH HAVEN WEST,NJ,1,4920.0,39.6703,-74.2338,0.0002032520325203252
126770,BEAR RIVER,WY,1,873.0,41.3858,-111.0271,0.001145475372279496
126771,BEAR VALLEY,CA,1,71.0,37.5697,-120.1199,0.014084507042253521
126775,BEAUMONT,KS,1,40.0,37.6565,-96.5316,0.025
126778,BEAVER,AR,1,98.0,36.4752,-93.7728,0.01020408163265306
126780,BEAVER CROSSING,NE,1,353.0,40.7782,-97.2825,0.0028328611898017
126782,BELFORD,NJ,1,1935.0,40.4261,-74.0802,0.0005167958656330749
126787,BELLMAWR,NJ,1,11677.0,39.8666,-75.0941,8.56384345294168e-05
126789,BELLOWS FALLS,VT,1,2824.0,43.1344,-72.455,0.0003541076487252125
126790,BELLS,TX,1,2067.0,33.6167,-96.4126,0.0004837929366231253
126791,BELLVILLE,OH,1,1995.0,40.6297,-82.5244,0.0005012531328320802
126792,BELLWOOD,PA,1,1681.0,40.6007,-78.3334,0.000594883997620464
126802,BELT,MT,1,532.0,47.3873,-110.9276,0.0018796992481203006
126806,BELVEDERE,CA,1,2327.0,37.8735,-122.4662,0.0004297378599054577
126809,BELVIDERE,NJ,1,2532.0,40.8295,-75.0728,0.00039494470774091627
126810,BEN AVON,PA,1,1878.0,40.5058,-80.0814,0.0005324813631522897
126815,BELLE PLAINE,KS,1,1445.0,37.3934,-97.2795,0.0006920415224913495
126816,BELGREEN,AL,1,30.0,34.4767,-87.8653,0.03333333333333333
126817,BELHAVEN,NC,1,1378.0,35.5428,-76.6232,0.000725689404934688
126819,BELL,FL,1,469.0,29.7568,-82.862,0.0021321961620469083
126820,BELLAIRE,OH,1,3878.0,40.0176,-80.7469,0.00025786487880350697
126821,BELLAIRE,TX,1,17163.0,29.704,-95.4621,5.826487210860572e-05
126823,BELLE,MO,1,1249.0,38.2848,-91.7217,0.0008006405124099279
126824,BELLE,WV,1,1445.0,38.2336,-81.5385,0.0006920415224913495
126826,BELLE HAVEN,VA,1,6359.0,38.7775,-77.0574,0.00015725743041358704
126827,BELLE PLAINE,IA,1,2421.0,41.8954,-92.2751,0.0004130524576621231
126829,BELLFLOWER,MO,1,305.0,39.0038,-91.3521,0.003278688524590164
126830,BELLEFONTE,DE,1,1526.0,39.7668,-75.4982,0.000655307994757536
126831,BELLEMONT,AZ,1,1275.0,35.2425,-111.8138,0.000784313725490196
126833,BELLEVILLE,IN,1,564.0,39.6773,-86.4883,0.0017730496453900709
126834,BELLEVILLE,NY,1,289.0,43.7893,-76.1153,0.0034602076124567475
126836,BELLEVUE,IA,1,2132.0,42.2624,-90.4318,0.00046904315196998124
126837,BELLEVUE,KY,1,5596.0,39.1012,-84.4775,0.00017869907076483203
126838,BELLEVUE,MI,1,1281.0,42.4443,-85.0187,0.00078064012490242
126840,BELLEVUE,PA,1,8236.0,40.4945,-80.055,0.00012141816415735794
126841,BELLEVUE,WI,1,16086.0,44.4592,-87.955,6.216585851050602e-05
126844,BAYVIEW,TX,1,784.0,26.1327,-97.3974,0.0012755102040816326
126845,BARDWELL,KY,1,766.0,36.874,-89.0091,0.0013054830287206266
126846,BANKS,AL,1,302.0,31.8132,-85.8364,0.0033112582781456954
126853,BAR NUNN,WY,1,2945.0,42.922,-106.3475,0.00033955857385398983
126854,BARBER,OK,1,333.0,35.7562,-94.8414,0.003003003003003003
126865,BARNEGAT LIGHT,NJ,1,435.0,39.753,-74.1095,0.0022988505747126436
126866,BARNES,KS,1,150.0,39.7116,-96.8733,0.006666666666666667
126867,BARNESVILLE,MD,1,186.0,39.2212,-77.3799,0.005376344086021506
126869,BARNEVELD,WI,1,1454.0,43.0117,-89.8969,0.000687757909215956
126870,BARNHART,MO,1,6040.0,38.336,-90.4046,0.00016556291390728477
126876,BAKERSFIELD,VT,1,443.0,44.7821,-72.8032,0.002257336343115124
126879,BALCH SPRINGS,TX,1,27322.0,32.7194,-96.6151,3.660054168801698e-05
126886,BALDWIN,PA,1,21266.0,40.369,-79.9669,4.7023417661995674e-05
126889,BALTIMORE HIGHLANDS,MD,1,8116.0,39.2355,-76.6367,0.0001232134056185313
126890,BALDWINVILLE,MA,1,2286.0,42.6048,-72.0771,0.0004374453193350831
126896,BALMVILLE,NY,1,3781.0,41.5281,-74.0234,0.0002644802962179318
126897,BALSAM LAKE,WI,1,834.0,45.4585,-92.4528,0.001199040767386091
126898,BALTIC,CT,1,1150.0,41.6139,-72.0865,0.0008695652173913044
126899,BALTIC,SD,1,1440.0,43.7603,-96.7371,0.0006944444444444445
126902,BARODA,MI,1,896.0,41.9541,-86.4879,0.0011160714285714285
126905,BATTLEMENT MESA,CO,1,5148.0,39.4506,-108.0063,0.00019425019425019425
126906,BATESVILLE,TX,1,1124.0,28.9552,-99.6237,0.0008896797153024911
126908,BATH,MI,1,3133.0,42.8199,-84.4544,0.0003191828917969997
126914,BATTLE CREEK,IA,1,830.0,42.317,-95.6,0.0012048192771084338
126915,BATTLE LAKE,MN,1,744.0,46.285,-95.7186,0.0013440860215053765
126918,BAUDETTE,MN,1,1129.0,48.7119,-94.5924,0.0008857395925597874
126921,BAXTER,TN,1,1477.0,36.1536,-85.6348,0.0006770480704129993
126922,BAXTERVILLE,MS,1,416.0,31.0837,-89.5891,0.002403846153846154
126923,BAY CENTER,WA,1,180.0,46.6213,-123.9533,0.005555555555555556
126924,BAY CITY,OR,1,2224.0,45.5216,-123.8858,0.0004496402877697842
126926,BAY LAKE,FL,1,42.0,28.387,-81.5751,0.023809523809523808
126930,BAYBORO,NC,1,1209.0,35.1474,-76.7692,0.0008271298593879239
126931,BAYLIS,IL,1,144.0,39.7294,-90.9094,0.006944444444444444
126932,BATES CITY,MO,1,154.0,39.0047,-94.0659,0.006493506493506494
126934,BASYE,VA,1,1341.0,38.8182,-78.7659,0.0007457121551081282
126937,BARRON,WI,1,3693.0,45.4015,-91.8476,0.00027078256160303275
126941,BARRYTON,MI,1,385.0,43.7505,-85.1436,0.0025974025974025974
126942,BARRYVILLE,NY,1,314.0,41.4802,-74.9174,0.0031847133757961785
126945,BARTELSO,IL,1,822.0,38.5371,-89.4672,0.0012165450121654502
126948,BARTLETT,TX,1,1495.0,30.7952,-97.4324,0.0006688963210702341
126950,BARTON HILLS,MI,1,444.0,42.3167,-83.7561,0.0022522522522522522
126953,BARVIEW,OR,1,1726.0,43.347,-124.3073,0.0005793742757821553
126954,BASEHOR,KS,1,7004.0,39.1332,-94.9333,0.00014277555682467162
126955,BASIN CITY,WA,1,1570.0,46.589,-119.1566,0.0006369426751592356
126956,BASKERVILLE,VA,1,231.0,36.6844,-78.2732,0.004329004329004329
126957,BASKIN,LA,1,170.0,32.2591,-91.7473,0.0058823529411764705
126960,BASSFIELD,MS,1,293.0,31.4959,-89.7449,0.0034129692832764505
126962,BENA,MN,1,146.0,47.3404,-94.206,0.00684931506849315
126966,BLACKDUCK,MN,1,675.0,47.7263,-94.548,0.0014814814814814814
126967,BLACKEY,KY,1,105.0,37.139,-82.9811,0.009523809523809525
126970,BLACKVILLE,SC,1,2034.0,33.3552,-81.2835,0.0004916420845624386
126971,BLACKWATER,MO,1,214.0,38.9793,-92.992,0.004672897196261682
126974,BLADENBORO,NC,1,2485.0,34.5407,-78.795,0.00040241448692152917
126975,BLADENSBURG,MD,1,9574.0,38.9424,-76.9264,0.00010444955086693127
126976,BLAINE,KY,1,84.0,38.0272,-82.8413,0.011904761904761904
126981,BLANCA,CO,1,321.0,37.4393,-105.5135,0.003115264797507788
126982,BLANCHARD,LA,1,3471.0,32.6027,-93.8832,0.0002881014116969173
126984,BLAND,MO,1,573.0,38.3004,-91.6331,0.0017452006980802793
126985,BLANFORD,IN,1,156.0,39.667,-87.5203,0.00641025641025641
126988,BLISS,ID,1,281.0,42.9243,-114.9479,0.0035587188612099642
126992,BLACK ROCK,AR,1,846.0,36.107,-91.1074,0.001182033096926714
126994,BITHLO,FL,1,11041.0,28.5644,-81.1073,9.057150620414818e-05
127003,BISON,KS,1,173.0,38.5201,-99.1977,0.005780346820809248
127009,BIVINS,TX,1,183.0,33.0174,-94.193,0.00546448087431694
127014,BLACK CREEK,NC,1,758.0,35.6366,-77.9326,0.0013192612137203166
127017,BLACK EARTH,WI,1,1694.0,43.1344,-89.747,0.0005903187721369539
127023,BLOOMFIELD,IA,1,2687.0,40.7487,-92.4174,0.0003721622627465575
127024,BLYTHEWOOD,SC,1,4890.0,34.2121,-80.9921,0.00020449897750511248
127027,BLUETOWN,TX,1,619.0,26.0734,-97.8199,0.0016155088852988692
127029,BLUFF,UT,1,123.0,37.2871,-109.573,0.008130081300813009
127030,BLUFF CITY,AR,1,283.0,33.7224,-93.1316,0.0035335689045936395
127031,BLUFFTON,GA,1,295.0,31.5198,-84.8691,0.003389830508474576
127032,BLUM,TX,1,402.0,32.1419,-97.3972,0.0024875621890547263
127036,BLYTHE,GA,1,672.0,33.3011,-82.2025,0.001488095238095238
127040,BOARD CAMP,AR,1,70.0,34.5369,-94.0887,0.014285714285714285
127041,BOARDMAN,OR,1,3830.0,45.8378,-119.6937,0.0002610966057441253
127042,BOBTOWN,PA,1,780.0,39.7603,-79.9848,0.001282051282051282
127044,BODEGA BAY,CA,1,1186.0,38.325,-123.0309,0.0008431703204047217
127047,BOGGSTOWN,IN,1,560.0,39.5631,-85.9164,0.0017857142857142857
127050,BOGOTA,NJ,1,8940.0,40.8751,-74.0293,0.00011185682326621924
127055,BLOOMFIELD,MO,1,2172.0,36.8875,-89.9306,0.00046040515653775324
127056,BLOOMFIELD,NE,1,847.0,42.5984,-97.6481,0.0011806375442739079
127061,BLOOMINGBURG,OH,1,954.0,39.6079,-83.3953,0.0010482180293501049
127062,BLOOMINGDALE,GA,1,2933.0,32.1249,-81.3077,0.00034094783498124785
127063,BLOOMINGDALE,MI,1,513.0,42.3833,-85.959,0.001949317738791423
127065,BLOOMINGTON,TX,1,1189.0,28.6504,-96.9022,0.0008410428931875525
127067,BLOSSOM,TX,1,1261.0,33.6633,-95.3837,0.0007930214115781126
127068,BLOUNTSTOWN,FL,1,3297.0,30.443,-85.0455,0.00030330603579011223
127069,BLOUNTSVILLE,AL,1,1837.0,34.0814,-86.5867,0.0005443658138268917
127070,BLUE,OK,1,94.0,33.99,-96.2304,0.010638297872340425
127075,BLUE RIVER,WI,1,510.0,43.1844,-90.5719,0.00196078431372549
127076,BLUE SPRINGS,MS,1,277.0,34.3922,-88.8779,0.0036101083032490976
127077,BLUE SPRINGS,NE,1,199.0,40.1375,-96.6631,0.005025125628140704
127080,BIRDSEYE,IN,1,340.0,38.3149,-86.6961,0.0029411764705882353
127082,BENAVIDES,TX,1,1409.0,27.5969,-98.4137,0.0007097232079489
127083,BERRY,KY,1,164.0,38.5205,-84.3837,0.006097560975609756
127084,BERLIN,GA,1,769.0,31.068,-83.6232,0.0013003901170351106
127085,BERLIN,OH,1,1207.0,40.5545,-81.7998,0.0008285004142502071
127091,BERMUDA RUN,NC,1,3118.0,36.0041,-80.4306,0.00032071840923669016
127098,BERTHOLD,ND,1,455.0,48.317,-101.7478,0.002197802197802198
127101,BERWICK,LA,1,4717.0,29.7013,-91.2377,0.00021199915200339198
127102,BESSIE,OK,1,247.0,35.3854,-98.9892,0.004048582995951417
127109,BETHEL ISLAND,CA,1,1993.0,38.0289,-121.6404,0.0005017561465127947
127115,BENLD,IL,1,1531.0,39.093,-89.8023,0.0006531678641410843
127116,BENNETT SPRINGS,MO,1,109.0,37.7255,-92.8534,0.009174311926605505
127120,BENTLEYVILLE,PA,1,2409.0,40.1178,-80.0044,0.00041511000415110004
127121,BENTON,MO,1,783.0,37.099,-89.5624,0.001277139208173691
127122,BENTON,MS,1,311.0,32.823,-90.2634,0.003215434083601286
127124,BENTON,PA,1,502.0,41.1955,-76.3847,0.00199203187250996
127126,BENTONIA,MS,1,343.0,32.6437,-90.3692,0.0029154518950437317
127131,BENWOOD,WV,1,1251.0,40.0139,-80.7328,0.0007993605115907274
127133,BENZONIA,MI,1,679.0,44.6161,-86.0989,0.0014727540500736377
127137,BERKELEY,IL,1,5283.0,41.8891,-87.9115,0.0001892863903085368
127143,BIG SANDY,MT,1,798.0,48.1785,-110.1134,0.0012531328320802004
127144,BIG FALLS,MN,1,153.0,48.1794,-93.8092,0.006535947712418301
127145,BIG HORN,WY,1,72.0,44.6791,-106.9971,0.013888888888888888
127148,BIG ISLAND,VA,1,181.0,37.5351,-79.3615,0.0055248618784530384
127155,BIG ROCK,VA,1,162.0,37.3536,-82.1887,0.006172839506172839
127158,BIG WELLS,TX,1,432.0,28.5699,-99.5702,0.0023148148148148147
127159,BIGFOOT,TX,1,1012.0,29.0619,-98.8521,0.0009881422924901185
127163,BILLINGSLEY,AL,1,64.0,32.661,-86.7087,0.015625
127165,BINGEN,WA,1,933.0,45.7139,-121.4704,0.0010718113612004287
127167,BIOLA,CA,1,1335.0,36.7999,-120.021,0.000749063670411985
127168,BIRCH RIVER,WV,1,7.0,38.4961,-80.7497,0.14285714285714285
127173,BIG COPPITT KEY,FL,1,3188.0,24.5914,-81.6574,0.0003136762860727729
127174,BETHPAGE,TN,1,276.0,36.4843,-86.3085,0.0036231884057971015
127177,BETTERTON,MD,1,363.0,39.3652,-76.069,0.0027548209366391185
127179,BETWEEN,GA,1,491.0,33.8177,-83.8043,0.002036659877800407
127181,BEULAH,MI,1,200.0,44.6292,-86.0963,0.005
127182,BEVERLY,NJ,1,2502.0,40.0652,-74.9221,0.0003996802557953637
127183,BEVERLY,OH,1,1641.0,39.55,-81.6362,0.0006093845216331506
127184,BEVERLY,WA,1,308.0,46.8348,-119.9301,0.003246753246753247
127185,BEVERLY,WV,1,681.0,38.8443,-79.8717,0.0014684287812041115
127186,BEVERLY BEACH,FL,1,495.0,29.5166,-81.1476,0.00202020202020202
127187,BEVIER,MO,1,633.0,39.7513,-92.5638,0.001579778830963665
127188,BEVINGTON,IA,1,15.0,41.3596,-93.7902,0.06666666666666667
127193,BIG ARM,MT,1,168.0,47.7936,-114.2701,0.005952380952380952
127201,BAKER,NV,1,21.0,39.015,-114.1233,0.047619047619047616
127202,ALTURA,MN,1,414.0,44.0642,-91.9435,0.0024154589371980675
127203,ALTAMONT,IL,1,2231.0,39.0566,-88.7477,0.00044822949350067237
127204,ALTAMONT,UT,1,434.0,40.3589,-110.2881,0.002304147465437788
127205,ALTHA,FL,1,525.0,30.5721,-85.1263,0.0019047619047619048
127207,ALTO,GA,1,1328.0,34.4649,-83.5727,0.0007530120481927711
127209,ALTO,TX,1,1101.0,31.6509,-95.0708,0.0009082652134423251
127211,ALTON,IN,1,13.0,38.1211,-86.4195,0.07692307692307693
127213,ALTON,MO,1,761.0,36.6901,-91.3947,0.001314060446780552
127214,ALTOONA,KS,1,367.0,37.5249,-95.6615,0.0027247956403269754
127215,ALTURAS,FL,1,3460.0,27.8417,-81.6952,0.00028901734104046245
127216,ALTA,IA,1,2207.0,42.6717,-95.3045,0.00045310376076121433
127218,ALUM CREEK,WV,1,1420.0,38.2875,-81.833,0.0007042253521126761
127225,ALVORD,TX,1,1124.0,33.3569,-97.696,0.0008896797153024911
127228,AMANDA,OH,1,801.0,39.6501,-82.7414,0.0012484394506866417
127229,ALTA,UT,1,376.0,40.5818,-111.6229,0.0026595744680851063
127235,ALLENTON,WI,1,835.0,43.4218,-88.3448,0.0011976047904191617
127236,ALLENTOWN,GA,1,204.0,32.5855,-83.2273,0.004901960784313725
127237,ALLENWOOD,NJ,1,623.0,40.1384,-74.1032,0.0016051364365971107
127239,ALLISON,TX,1,84.0,35.612,-100.1115,0.011904761904761904
127240,ALLOUEZ,WI,1,14089.0,44.4721,-88.0259,7.097735822272695e-05
127242,ALMA,GA,1,3433.0,31.5432,-82.4745,0.00029129041654529564
127243,ALMA,KS,1,796.0,39.0152,-96.2871,0.001256281407035176
127244,ALMA,NE,1,1131.0,40.1036,-99.3657,0.0008841732979664014
127249,ALMENA,WI,1,742.0,45.4149,-92.0384,0.0013477088948787063
127251,ALMOND,WI,1,444.0,44.2607,-89.4087,0.0022522522522522522
127254,ALPAUGH,CA,1,880.0,35.889,-119.4858,0.0011363636363636363
127255,ALPENA,AR,1,404.0,36.2897,-93.3037,0.0024752475247524753
127256,ALPHA,IL,1,792.0,41.1915,-90.3805,0.0012626262626262627
127257,ALPHA,NJ,1,2223.0,40.6598,-75.1571,0.000449842555105713
127259,AMBER,OK,1,412.0,35.1602,-97.882,0.0024271844660194173
127260,AMBERG,WI,1,125.0,45.5062,-87.9873,0.008
127261,AMBOY,IN,1,379.0,40.6017,-85.9272,0.002638522427440633
127263,ANDOVER,IL,1,434.0,41.2949,-90.2907,0.002304147465437788
127266,ANDOVER,OH,1,708.0,41.6066,-80.5686,0.0014124293785310734
127269,ANETA,ND,1,150.0,47.6795,-97.9897,0.006666666666666667
127270,ANGEL FIRE,NM,1,963.0,36.3821,-105.2718,0.0010384215991692627
127276,AMBROSE,GA,1,221.0,31.5945,-83.0137,0.004524886877828055
127277,ANGOON,AK,1,419.0,57.455,-134.4978,0.002386634844868735
127278,ANGWIN,CA,1,2731.0,38.5776,-122.4513,0.0003661662394727206
127281,ANNA,IL,1,4259.0,37.4612,-89.2388,0.00023479690068091102
127282,ANNA,OH,1,1625.0,40.3957,-84.1754,0.0006153846153846154
127284,ANNAPOLIS,MO,1,422.0,37.3605,-90.6975,0.002369668246445498
127286,ANNVILLE,KY,1,1189.0,37.3254,-83.9621,0.0008410428931875525
127291,ANDERSONVILLE,TN,1,274.0,36.197,-84.033,0.0036496350364963502
127292,ANDERSONVILLE,GA,1,296.0,32.1965,-84.1454,0.0033783783783783786
127293,AMENIA,ND,1,181.0,47.0065,-97.2241,0.0055248618784530384
127298,AMERICUS,IN,1,286.0,40.5254,-86.7475,0.0034965034965034965
127299,AMERICUS,KS,1,1028.0,38.5066,-96.2615,0.0009727626459143969
127309,AMSTERDAM,MO,1,146.0,38.3493,-94.589,0.00684931506849315
127314,ANAMOOSE,ND,1,290.0,47.8828,-100.242,0.0034482758620689655
127318,ALLENDALE,CA,1,1752.0,38.4427,-121.9815,0.0005707762557077625
127319,ALLEN,OK,1,930.0,34.8776,-96.4129,0.001075268817204301
127323,ADAMSTOWN,PA,1,2460.0,40.2417,-76.0608,0.0004065040650406504
127325,ADAMSVILLE,TN,1,2334.0,35.2564,-88.3862,0.0004284490145672665
127326,ADDISON,AL,1,665.0,34.2017,-87.1765,0.0015037593984962407
127328,ADEL,GA,1,5571.0,31.1264,-83.4229,0.0001795009872554299
127332,ADRIAN,MN,1,1209.0,43.6332,-95.9329,0.0008271298593879239
127333,ADRIAN,OR,1,198.0,43.7408,-117.0709,0.005050505050505051
127334,AFTON,IA,1,1105.0,41.0276,-94.1953,0.0009049773755656109
127336,AFTON,OK,1,779.0,36.6965,-94.9575,0.0012836970474967907
127338,AFTON,WY,1,2303.0,42.727,-110.9315,0.0004342162396873643
127339,AGENCY,MO,1,757.0,39.6699,-94.7587,0.001321003963011889
127340,AGRA,OK,1,594.0,35.895,-96.8703,0.0016835016835016834
127341,AGUILAR,CO,1,456.0,37.4036,-104.655,0.0021929824561403508
127349,ADAIRVILLE,KY,1,747.0,36.671,-86.856,0.0013386880856760374
127350,ALLEN,MI,1,213.0,41.9581,-84.768,0.004694835680751174
127357,ABBEVILLE,MS,1,395.0,34.5034,-89.5025,0.002531645569620253
127358,ABBOTT,TX,1,288.0,31.8868,-97.0799,0.003472222222222222
127359,ABERDEEN,MS,1,4972.0,33.8287,-88.5539,0.00020112630732099757
127360,ABERDEEN,OH,1,1298.0,38.6713,-83.7704,0.0007704160246533128
127361,ABERDEEN GARDENS,WA,1,273.0,47.0587,-123.7791,0.003663003663003663
127366,ABSAROKEE,MT,1,869.0,45.5242,-109.4473,0.0011507479861910242
127368,ACAMPO,CA,1,255.0,38.1735,-121.2797,0.00392156862745098
127375,ADA,KS,1,34.0,39.1622,-97.886,0.029411764705882353
127377,ADAIR,IA,1,828.0,41.5004,-94.6434,0.0012077294685990338
127380,AKRON,AL,1,310.0,32.8785,-87.7429,0.0032258064516129032
127384,ALBURTIS,PA,1,2569.0,40.509,-75.6001,0.00038925652004671076
127385,ALCOVA,WY,1,84.0,42.5543,-106.7263,0.011904761904761904
127386,ALDEN,IL,1,168.0,42.4588,-88.5184,0.005952380952380952
127387,ALDEN,MN,1,633.0,43.6695,-93.5735,0.001579778830963665
127390,ALEX,OK,1,633.0,34.9228,-97.7763,0.001579778830963665
127394,ALEXANDRIA BAY,NY,1,1131.0,44.34,-75.9161,0.0008841732979664014
127395,AKRON,CO,1,1675.0,40.1635,-103.2202,0.0005970149253731343
127398,ALFORD,FL,1,432.0,30.6967,-85.3953,0.0023148148148148147
127401,ALGER,OH,1,784.0,40.7096,-83.8441,0.0012755102040816326
